Date,Heure,Debit
30/07/2025,17,11883.42228
31/07/2025,17,11889.92175
1/8/2025,17,11937.07404
2/8/2025,17,11965.15801
3/8/2025,17,11553.60062
4/8/2025,17,10529.76312
5/8/2025,17,10345.77526
6/8/2025,17,10011.55887
7/8/2025,17,9697.546375
8/8/2025,17,9554.911631
9/8/2025,17,9685.447043
10/8/2025,17,9444.15634
11/8/2025,17,9465.790841
12/8/2025,17,9240.110372
13/08/2025,17,9355.327484
14/08/2025,17,9535.813607
15/08/2025,17,9976.466332
16/08/2025,17,10091.97046
17/08/2025,17,9828.184696
18/08/2025,17,10049.69643
19/08/2025,17,9406.079493
20/08/2025,17,8825.583628
21/08/2025,17,8936.986896
22/08/2025,17,8784.226638
23/08/2025,17,9114.726633
24/08/2025,17,9077.567595
25/08/2025,17,9054.766538
26/08/2025,17,9760.35634
27/08/2025,17,9318.827448
28/08/2025,17,9315.707014
29/08/2025,17,9504.92549
30/08/2025,17,10159.54495
31/08/2025,17,10303.11553
1/9/2025,17,10070.66704
2/9/2025,17,9475.492454
3/9/2025,17,8745.126011
4/9/2025,17,8625.41474
5/9/2025,17,8588.124472
6/9/2025,17,8628.310769
7/9/2025,17,8358.652656
8/9/2025,17,8710.139457
9/9/2025,17,8421.140678
10/9/2025,17,8570.85945
11/9/2025,17,8742.13106
12/9/2025,17,9317.553334
13/09/2025,17,9320.695311
14/09/2025,17,9416.082803
15/09/2025,17,9643.381086
16/09/2025,17,9143.428441
17/09/2025,17,8763.818748
18/09/2025,17,8201.73891
19/09/2025,17,7945.091712
20/09/2025,17,8558.67553
21/09/2025,17,8242.125663
22/09/2025,17,7942.617352
23/09/2025,17,7934.245464
24/09/2025,17,8463.613398
25/09/2025,17,8923.507535
26/09/2025,17,9388.013997
27/09/2025,17,9560.900049
28/09/2025,17,9690.347002
29/09/2025,17,9676.742505
30/09/2025,17,8815.353825
1/10/2025,17,8869.647249
2/10/2025,17,9057.379106
3/10/2025,17,8121.289676
4/10/2025,17,7128.008512
5/10/2025,17,7793.629836
6/10/2025,17,7963.448467
7/10/2025,17,7517.436622
8/10/2025,17,7620.4597
9/10/2025,17,8472.587187
10/10/2025,17,9135.421841
11/10/2025,17,8530.63306
12/10/2025,17,8301.873187
13/10/2025,17,9419.438376
14/10/2025,17,9149.685916
15/10/2025,17,8460.967152
16/10/2025,17,8285.777832
17/10/2025,17,8275.665139
18/10/2025,17,7838.31165
19/10/2025,17,7588.152967
20/10/2025,17,7607.745401
21/10/2025,17,8149.804756
22/10/2025,17,8910.25414
23/10/2025,17,9427.523149
24/10/2025,17,9372.243762
25/10/2025,17,9470.296235
26/10/2025,17,9188.440762
27/10/2025,17,9126.215055
28/10/2025,17,9551.18761
29/10/2025,17,8975.696552
30/10/2025,17,7724.20664
31/10/2025,17,7066.094428
1/11/2025,17,10703.23512
2/11/2025,17,9815.549559
3/11/2025,17,9128.996653
4/11/2025,17,9575.906218
5/11/2025,17,9450.255629
6/11/2025,17,9154.83899
7/11/2025,17,9750.916593
8/11/2025,17,9068.162737
9/11/2025,17,9160.431638
10/11/2025,17,9427.019931
11/11/2025,17,11975.16915
12/11/2025,17,11409.77243
13/11/2025,17,9883.677374
14/11/2025,17,10316.21429
15/11/2025,17,9406.62494
16/11/2025,17,8404.58686
17/11/2025,17,10520.7448
18/11/2025,17,11010.90244
19/11/2025,17,10174.88188
20/11/2025,17,9322.549118
21/11/2025,17,9151.741277
22/11/2025,17,9904.082481
23/11/2025,17,9772.416057
24/11/2025,17,10100.82707
25/11/2025,17,9747.884106
26/11/2025,17,8643.560885
27/11/2025,17,10837.30634
28/11/2025,17,11171.58342
29/11/2025,17,10687.36897
30/11/2025,17,9497.907557
1/12/2025,17,9692.213841
2/12/2025,17,8570.230685
3/12/2025,17,9322.494573
4/12/2025,17,9582.284722
5/12/2025,17,10093.78779
6/12/2025,17,7766.842338
7/12/2025,17,9304.369368
8/12/2025,17,10480.60969
9/12/2025,17,10136.20653
10/12/2025,17,8148.329695
11/12/2025,17,10153.80661
12/12/2025,17,11037.84009
13/12/2025,17,9717.404294
14/12/2025,17,9190.7196
15/12/2025,17,10207.27984
16/12/2025,17,9895.787583
17/12/2025,17,9309.32768
18/12/2025,17,8228.095984
19/12/2025,17,9142.036783
20/12/2025,17,10148.71117
21/12/2025,17,8779.044133
22/12/2025,17,10251.20424
23/12/2025,17,9390.336929
24/12/2025,17,10041.50442
25/12/2025,17,10316.51426
26/12/2025,17,10161.66096
27/12/2025,17,11027.91506
28/12/2025,17,9826.718398
29/12/2025,17,9097.63567
30/12/2025,17,11527.32632
31/12/2025,17,9436.037842
1/1/2026,17,8553.675922
2/1/2026,17,9491.248699
3/1/2026,17,8925.845307
4/1/2026,17,8859.403611
5/1/2026,17,9360.268945
6/1/2026,17,9102.33663
7/1/2026,17,9450.809807
8/1/2026,17,10911.77363
9/1/2026,17,11391.68249
10/1/2026,17,10770.02694
11/1/2026,17,9707.882726
12/1/2026,17,12663.74384
13/01/2026,17,9682.192521
14/01/2026,17,9870.211682
15/01/2026,17,9523.924939
16/01/2026,17,10857.59623
17/01/2026,17,10652.83821
18/01/2026,17,10350.49712
19/01/2026,17,10628.11044
20/01/2026,17,11480.75003
21/01/2026,17,10146.73264
22/01/2026,17,9496.053731
23/01/2026,17,11431.14216
24/01/2026,17,11976.78907
25/01/2026,17,10188.48518
26/01/2026,17,9555.510721
27/01/2026,17,11728.01637
28/01/2026,17,11397.18184
29/01/2026,17,10788.52503
30/01/2026,17,10617.73507
31/01/2026,17,10046.24377
1/2/2026,17,9478.821729
2/2/2026,17,10449.51332
3/2/2026,17,9332.587723
4/2/2026,17,9993.754007
5/2/2026,17,11475.17003
6/2/2026,17,11133.60555
7/2/2026,17,11590.9486
8/2/2026,17,12440.75518
9/2/2026,17,12072.32319
10/2/2026,17,10882.73745
11/2/2026,17,10496.17971
12/2/2026,17,11502.43006
13/02/2026,17,11078.79914
14/02/2026,17,9463.296954
15/02/2026,17,9528.976461
16/02/2026,17,9320.277768
17/02/2026,17,9278.382512
18/02/2026,17,9403.721608
19/02/2026,17,9559.544995
20/02/2026,17,9167.242422
21/02/2026,17,9622.918764
22/02/2026,17,6697.416267
23/02/2026,17,5541.555878
24/02/2026,17,13567.83237
25/02/2026,17,13349.19363
26/02/2026,17,11135.40379
27/02/2026,17,9855.744519
28/02/2026,17,9421.704485
1/3/2026,17,9844.017206
2/3/2026,17,10268.74921
3/3/2026,17,9766.158769
4/3/2026,17,8600.076699
5/3/2026,17,9102.570608
6/3/2026,17,9484.929413
7/3/2026,17,10110.5804
8/3/2026,17,10508.39408
9/3/2026,17,11951.17122
10/3/2026,17,11381.20655
11/3/2026,17,11166.61799
12/3/2026,17,15381.22833
13/03/2026,17,14892.19368
14/03/2026,17,13233.22394
15/03/2026,17,14208.77269
16/03/2026,17,12656.58368
17/03/2026,17,15276.13527
18/03/2026,17,12352.52375
19/03/2026,17,11699.10862
20/03/2026,17,12108.18399
21/03/2026,17,12142.31141
22/03/2026,17,12317.70903
23/03/2026,17,12512.69181
24/03/2026,17,14467.9313
25/03/2026,17,13232.35639
26/03/2026,17,12621.14557
27/03/2026,17,13381.26584
28/03/2026,17,12088.31129
29/03/2026,17,12172.18806
30/03/2026,17,11343.87507
31/03/2026,17,11463.28456
1/4/2026,17,12122.39915
2/4/2026,17,12993.24626
3/4/2026,17,12956.87568
4/4/2026,17,14737.26755
5/4/2026,17,15835.03217
6/4/2026,17,17201.35955
7/4/2026,17,17042.02374
8/4/2026,17,17251.91736
9/4/2026,17,16401.03706
10/4/2026,17,16717.11635
11/4/2026,17,16379.31173
12/4/2026,17,16465.81229
13/04/2026,17,15494.59947
14/04/2026,17,16322.29114
15/04/2026,17,16829.78183
16/04/2026,17,18091.30267
17/04/2026,17,19246.56205
18/04/2026,17,20164.99577
19/04/2026,17,21559.97896
20/04/2026,17,22395.13448
21/04/2026,17,22315.97566
22/04/2026,17,21742.88543
23/04/2026,17,21529.35562
24/04/2026,17,21424.6329
25/04/2026,17,21017.96502
26/04/2026,17,20161.82535
27/04/2026,17,19709.44709
28/04/2026,17,19598.76741
29/04/2026,17,19679.4056
30/04/2026,17,19713.25367
1/5/2026,17,20353.4496
2/5/2026,17,21013.70541
3/5/2026,17,20787.09516
4/5/2026,17,21225.25256
5/5/2026,17,20665.76857
6/5/2026,17,20649.89403
7/5/2026,17,21586.29686
8/5/2026,17,23382.9612
9/5/2026,17,23288.30319
10/5/2026,17,22269.52261
11/5/2026,17,21250.74203
12/5/2026,17,15088.76781
13/05/2026,17,12064.37341
14/05/2026,17,10725.00538
15/05/2026,17,11044.57231
16/05/2026,17,13024.73132
17/05/2026,17,17417.06306
18/05/2026,17,21112.03815
19/05/2026,17,21174.85503
20/05/2026,17,23233.31765
